;audio;transcript
201;09_13_2022_chunk_7.wav;L'agenzia ONU per i rifugiati denuncia, sei persone, tra cui due bambini, sono morte di fame e sete durante la traversata.
202;09_13_2022_chunk_7.wav;Erano partiti.
203;09_13_2022_chunk_7.wav;Dalla Turchia a bordo di un barcone.
204;09_13_2022_chunk_8.wav;In Gran Bretagna il lungo addio a Elisabetta seconda.
205;09_13_2022_chunk_8.wav;Ieri il feretro della Regina.
206;09_13_2022_chunk_8.wav;Ha attraversato il Centro di Edimburgo.
207;09_13_2022_chunk_8.wav;Tra due Ali di folla.
208;09_13_2022_chunk_8.wav;Per una messa nella cattedrale di Sant'Egidio.
209;09_13_2022_chunk_8.wav;Stasera la salma della regina Raggiungera Londra.
210;09_13_2022_chunk_8.wav;E da domani sarai esposta a Westminster.
211;09_13_2022_chunk_8.wav;In mattinata Re Carlo, terzo sarà a Belfast, in Irlanda del Nord.
212;09_13_2022_chunk_8.wav;Con il sovrano anche la regina consorte Camilla.
213;09_13_2022_chunk_8.wav;E la Premier britannica Lists.
214;09_13_2022_chunk_9.wav;Era la nostra ultima notizia. Vi ringrazio per la vostra attenzione. Dal TG 1 1 buona giornata.
215;09_14_2022_chunk_1.wav;Buongiorno dal TG uno.
216;09_14_2022_chunk_1.wav;Un dossier dell'intelligence americana accusa Mosca di aver finanziato una ventina di paesi stranieri con almeno 300 milioni di dollari a partire dal 2014.
217;09_14_2022_chunk_1.wav;Si tratterebbe di paesi tra Europa, Africa e Sud Est asiatico per influenzarne la politica.
218;09_14_2022_chunk_1.wav;Il Presidente del Copasir, Durso poco fa ha detto.
219;09_14_2022_chunk_1.wav;Al momento non esistono notizie che ci sia l'Italia tra i paesi coinvolti.
220;09_14_2022_chunk_2.wav;In Ucraina, Kiev afferma di aver riconquistato l'intera regione di Kharkiv a nord-est, dopo una controffensiva lampo.
221;09_14_2022_chunk_2.wav;In un colloquio telefonico il Cancelliere tedesco Schulz ha chiesto a Putin un cessate il fuoco immediato e la riapertura dei negoziati.
222;09_14_2022_chunk_2.wav;Nella telefonata ieri tra il Premier Draghi e il presidente Zelensky.
223;09_14_2022_chunk_2.wav;L'Italia ha confermato il sostegno alla popolazione Ucraina.
224;09_14_2022_chunk_3.wav;Seconda giornata del viaggio del Papa in Kazakistan.
225;09_14_2022_chunk_3.wav;Dio conduce sempre alla pace, mai alla guerra.
226;09_14_2022_chunk_3.wav;Dobbiamo impegnarci ancora di più.
227;09_14_2022_chunk_3.wav;Così Papa Francesco nel suo discorso stamane.
228;09_14_2022_chunk_3.wav;Davanti ai leader delle religioni mondiali e tradizionali.
229;09_14_2022_chunk_3.wav;Ieri l'appello contro il rafforzamento dei blocchi contrapposti.
230;09_14_2022_chunk_3.wav;E contro l'accentuarsi delle rivalità.
231;09_14_2022_chunk_4.wav;Il feretro della Regina Elisabetta, seconda a Buckingham Palace, ieri sera ad aspettarlo.
232;09_14_2022_chunk_4.wav;Una folla rimasta in attesa per ore sotto la pioggia.
233;09_14_2022_chunk_4.wav;Oggi il corteo attraverserà alcuni luoghi simbolo del centro di Londra.
234;09_14_2022_chunk_4.wav;Fino a Westminster.
235;09_14_2022_chunk_4.wav;Sede del Parlamento.
236;09_14_2022_chunk_4.wav;Dove si aprirà la Camera ardente fino a lunedì, giorno del funerale.
237;09_14_2022_chunk_5.wav;E un mercoledì ricco di appuntamenti sportivi.
238;09_14_2022_chunk_5.wav;Cominciamo dal calcio, dalla Champions League.
239;09_14_2022_chunk_5.wav;L'Inter ha battuto due a zero in trasferta il Victoria Pilsen.
240;09_14_2022_chunk_5.wav;Oggi in campo Milan Zagabria, Juventus Benfica e il Rangers Napoli
241;09_14_2022_chunk_6.wav;Per il tennis a Bologna esordio dell'Italia in Coppa Davis contro la Croazia.
242;09_14_2022_chunk_7.wav;Mentre per il basket in serata gli azzurri in campo contro la Francia nei quarti di finale degli europei.
243;09_14_2022_chunk_8.wav;Era l'ultima notizia. Vi ringrazio per la vostra attenzione. Una buona giornata dal g uno.
244;09_15_2022_chunk_2.wav;Buongiorno dal tg uno.
245;09_15_2022_chunk_2.wav;Bombardamenti Rossi la scorsa notte su l'Ucraina centrale, danneggiata un'importante diga.
246;09_15_2022_chunk_2.wav;Zelensky ieri ha sorpresa, è stato nelle zone liberate a nord est.
247;09_15_2022_chunk_2.wav;Andremo avanti fino alla vittoria riconquisteremo la Crimea ha detto visitando la città di Zum.
248;09_15_2022_chunk_2.wav;Nella notte incidente del convoglio su cui viaggiava a Kiev il Presidente non ha riportato ferite gravi, fa sapere il suo portavoce.
249;09_15_2022_chunk_3.wav;La vicenda dei fondi russi ai partiti di una ventina di paesi. Domani il Copasir ascolterà il Sottosegretario con delega ai servizi di sicurezza Franco Gabrielli.
250;09_15_2022_chunk_3.wav;Il presidente del Comitato Urso precisa che al momento l'Italia non è coinvolta, ma dice, le cose possono cambiare.
251;09_15_2022_chunk_3.wav;Da tutti i partiti politici impegnati nella campagna elettorale, la richiesta di chiarezza immediata.
252;09_15_2022_chunk_4.wav;Prosegue a Londra l'addio alla regina Elisabetta.
253;09_15_2022_chunk_4.wav;Da ieri sera.
254;09_15_2022_chunk_4.wav;Migliaia di persone nella Westminster Hall rendono l'ultimo omaggio al feretro, che resterà esposto per quattro giorni.
255;09_15_2022_chunk_4.wav;Code lunghe chilometri per salutare la monarca, morta giovedì scorso al 96 anni.
256;09_15_2022_chunk_4.wav;Lunedì i funerali di Stato.
257;09_15_2022_chunk_5.wav;Samantha cristoforetti sarà al comando della stazione spaziale internazionale.
258;09_15_2022_chunk_5.wav;è la prima donna europea a ricoprire questo ruolo.
259;09_15_2022_chunk_5.wav;Astrosamantha è già in orbita dallo scorso Aprile.
260;09_15_2022_chunk_5.wav;Impegnata nella missione Minerva.
261;09_15_2022_chunk_5.wav;Il 28 settembre riceverà il testimone dal comandante russo.
262;09_15_2022_chunk_5.wav;Oleg parties.
263;09_15_2022_chunk_5.wav;Sono onorata.
264;09_15_2022_chunk_5.wav;Della mia nomina ha detto Cristoforetti.
265;09_15_2022_chunk_6.wav;Il calcio Champions League amara per la Juventus, sconfitta in casa dal Benfica per due a uno, bene il Milan, tre a uno alla Dinamo Zagabria.
266;09_15_2022_chunk_6.wav;E il Napoli tre a zero a Glasgow contro i Rangers.
267;09_15_2022_chunk_6.wav;Stasera a Roma e Lazio, impegnata in Europa League e Fiorentina in Conference.
268;09_15_2022_chunk_7.wav;Ed era l'ultima notizia. Vi ringrazio per la vostra attenzione. Vi auguro una buona giornata.
269;09_16_2022_chunk_2.wav;Buongiorno dal tg uno.
270;09_16_2022_chunk_2.wav;Grave ondata di maltempo sulle Marche nella serata di ieri e nella notte una bomba d'acqua ha investito la regione, 400 mm di pioggia in 2 3 ore.
271;09_16_2022_chunk_2.wav;La metà di quello che cade in un anno nella regione.
272;09_16_2022_chunk_2.wav;Il bilancio provvisorio è di 7 morti.
273;09_16_2022_chunk_2.wav;Tra i dispersi un bambino di 8 anni.
274;09_16_2022_chunk_2.wav;Paesi isolati, aree senza corrente, difficoltà nella circolazione.
275;09_16_2022_chunk_2.wav;Nella notte molte persone si sono recate negli ospedali in Stato di ipotermia.
276;09_16_2022_chunk_2.wav;Il capo della protezione civile Fabrizio Curcio sta raggiungendo le Marche.
277;09_16_2022_chunk_2.wav;Nella regione oggi scuole chiuse.
278;09_16_2022_chunk_3.wav;A cantiano, uno dei comuni più colpiti nella piazza centrale, i residenti hanno cercato scampo dall'ondata di fango e detriti rifugiandosi sui tetti delle case.
279;09_16_2022_chunk_3.wav;Nell'alto pesarese alcune frazioni risultano isolate.
280;09_16_2022_chunk_3.wav;L'ondata di piena del fiume MISA questa mattina minaccia Senigallia, già colpita dall'alluvione nel 2014.
281;09_16_2022_chunk_3.wav;Appello social del comune che invita i cittadini a tenersi lontani dagli argini e rimanere in casa portandosi ai piani alti.
282;09_16_2022_chunk_4.wav;Al Vertice asiatico di San Marcanda incontro tra il Presidente russo Putin e il cinese Shi Jinping.
283;09_16_2022_chunk_4.wav;Che ha espresso preoccupazione per la guerra in Ucraina e ha chiesto stabilità.
284;09_16_2022_chunk_4.wav;è stato il primo faccia a faccia dopo l'invasione russa.
285;09_16_2022_chunk_4.wav;Putin ha denunciato i tentativi dell'Occidente di creare un mondo unipolare.
286;09_16_2022_chunk_5.wav;Ieri incontro a Kiev tra la Presidente della Commissione europea Ursula von der Leyen e il Presidente ucraino Zelensky.
287;09_16_2022_chunk_5.wav;Assicurati i finanziamenti europei per la ricostruzione.
288;09_16_2022_chunk_5.wav;Nel discorso notturno, Zelensky ha denunciato la scoperta azeem di una fossa comune con 440 corpi.
289;09_16_2022_chunk_5.wav;Ieri nuovo appello del Papa di ritorno dal Kazakistan.
290;09_16_2022_chunk_5.wav;Ai capi di Stato ad impegnarsi per la pace, non per gli armamenti.
291;09_16_2022_chunk_6.wav;Il dibattito politico in vista delle elezioni.
292;09_16_2022_chunk_6.wav;Il segretario del Pd Letta spinge sul salario minimo e la lealtà ai valori europei.
293;09_16_2022_chunk_6.wav;Dal terzo Polo, Renzi rivendica il ruolo di centro innovatore.
294;09_16_2022_chunk_6.wav;La Lega chiede un immediato scostamento di bilancio.
295;09_16_2022_chunk_6.wav;Di 30 miliardi.
296;09_16_2022_chunk_6.wav;Per Berlusconi, se gli alleati prendessero strade diverse dalle europeismo e atlantismo Forza Italia uscirebbe dal futuro governo.
297;09_16_2022_chunk_6.wav;Meloni denuncia nuove minacce di morte con scritte a firma Brigate Rosse sui manifesti elettorali.
298;09_16_2022_chunk_6.wav;Il Movimento 5 Stelle sollecita sostegni immediati contro il caro bollette.
299;09_16_2022_chunk_6.wav;Per Di Maio di impegno civico, l'Italia isolata, con una vittoria del centrodestra.
300;09_16_2022_chunk_6.wav;Appello della lista verdi sinistra perchè non venga stravolta la legge sull'aborto.
301;09_16_2022_chunk_7.wav;Mondiali di ginnastica ritmica per la diciottenne Sofia raffaeli, ancora una medaglia d'oro nel nastro.
302;09_16_2022_chunk_7.wav;E una di bronzo nelle clavette.
303;09_16_2022_chunk_7.wav;In tutto quattro le medaglie vinte dalla campionessa azzurra.
304;09_16_2022_chunk_8.wav;Ed era l'ultima notizia. Vi ringrazio per la vostra attenzione del TG 1. 1 buona giornata.
305;09_18_2022_chunk_1.wav;Buongiorno dal Tg uno sono 11 le vittime dell'alluvione che ha colpito le Marche, mentre si cercano ancora due dispersi. Si lavora senza sosta per liberare dal fango strade, abitazioni e negozi distrutti.
306;09_18_2022_chunk_2.wav;Su quanto è accaduto è intervenuto anche Papa Francesco, l'alluvione ha provocato lutti, rovine e dolore, ha detto il Pontefice.
307;09_18_2022_chunk_2.wav;La sfida del clima merita la stessa attenzione del COVID e della guerra.
308;09_18_2022_chunk_2.wav;E prosegue l'inchiesta della procura sui ritardi e lavori mai fatti.
309;09_18_2022_chunk_3.wav;In Ucraina a momenti di paura per l'elemosiniere del Papa, il Cardinal krajewski, coinvolto in una sparatoria.
310;09_18_2022_chunk_3.wav;Con altri due vescovi e un soldato di scorta.
311;09_18_2022_chunk_3.wav;Era in missione per consegnare degli aiuti nella regione di Zaja.
312;09_18_2022_chunk_3.wav;Sto bene ha detto abbiamo caricato un pulmino di viveri e siamo andate lì dove oltre i soldati non entra nessuno.
313;09_18_2022_chunk_3.wav;Poi la sparatoria, per fortuna tutto è andato bene.
314;09_18_2022_chunk_4.wav;Improvviso, forte calo delle temperature al Centro nord.
315;09_18_2022_chunk_4.wav;Vento forte e mareggiate sulle coste.
316;09_18_2022_chunk_4.wav;A Ravenna una nave da crociera ha rotto gli ormeggi e si è allontanata dalla banchina.
317;09_18_2022_chunk_4.wav;è stata poi recuperata dalla guardia costiera.
318;09_18_2022_chunk_4.wav;Prima neve sulle Dolomiti, a Cortina e in Val Badia.
319;09_18_2022_chunk_5.wav;Continua a Londra il lungo omaggio a Elisabetta.
320;09_18_2022_chunk_5.wav;Ore in fila per rendere l'ultimo saluto alla sovrana.
321;09_18_2022_chunk_5.wav;Ieri sera a Westminster all la veglia dei nipoti con Il principe Harry che ha di nuovo indossato la divisa.
322;09_18_2022_chunk_5.wav;E stata una donna solitaria, non c'erano donne, Primo ministro, presidenti deve essere stato molto difficile per lei. Le parole di stima per la Regina da parte di Camilla.
323;09_18_2022_chunk_6.wav;Ancora un trionfo ai Mondiali di ginnastica ritmica per Sofia Raffaeli, che si è aggiudicata la vittoria anche nell'all around.
324;09_18_2022_chunk_7.wav;L'atleta azzurra ha soli 18 anni, si conferma la più forte ginnasta al mondo.
325;09_18_2022_chunk_7.wav;Negli anticipi della serie A, sconfitte per Torino, Sampdoria e Bologna, attesa oggi per i big match Roma Atalanta e Milan Napoli.
326;09_18_2022_chunk_8.wav;Era l'ultima notizia. Vi ringrazio per la vostra attenzione. Dal TG 1 1 buona giornata.
327;09_19_2022_chunk_1.wav;Buongiorno dal tg uno questa mattina a Londra i funerali di Stato della Regina Elisabetta, centinaia di capi di Stato e di governo presenti.
328;09_19_2022_chunk_1.wav;Milioni di persone seguiranno da tutto il mondo le immagini trasmesse in diretta per quello che si annuncia come un evento mediatico senza precedenti.
329;09_19_2022_chunk_1.wav;Diretta del Tg uno, a partire dalle 10:30 il corteo funebre raggiungerà poi il castello di Windsor, dove la Regina sarà sepolta accanto al marito Principe Filippo.
330;09_19_2022_chunk_2.wav;L'alluvione nelle Marche oggi il capo della protezione civile Fabrizio Curcio torna nella regione per nuovi sopralluoghi nelle zone colpite.
331;09_19_2022_chunk_2.wav;Poi parteciperà a una riunione presso il centro coordinamento soccorsi. Sono ancora senza esito le ricerche dei due dispersi portati via dalla furia dell'acqua.
332;09_19_2022_chunk_2.wav;Per loro, ieri sera, una Veglia di preghiera a Barbara, 11 le vittime.
333;09_19_2022_chunk_3.wav;In Ucraina i russi intensificano i bombardamenti dopo i successi dell'offensiva di Kiev.
334;09_19_2022_chunk_3.wav;Nella notte colpita la città di Zaja.
335;09_19_2022_chunk_3.wav;Ieri sera ucciso un uomo nella regione di Sumi.
336;09_19_2022_chunk_3.wav;Pesante il bilancio dell'attacco contro un ospedale psichiatrico vicino a Charkiv.
337;09_19_2022_chunk_3.wav;Quattro le vittime, fra medici e pazienti.
338;09_19_2022_chunk_4.wav;Il calcio il Napoli supera in trasferta il Milan per due a uno e raggiunge in testa alla classifica l'Atalanta, che nel pomeriggio aveva battuto la Roma per uno a zero.
339;09_19_2022_chunk_5.wav;L'udinese vola al secondo posto in classifica vincendo contro l'Inter per tre a uno. Clamoroso KO della Juventus che perde uno a zero contro il neo promosso Monza. Vittorie per Lazio e Fiorentina.
340;09_19_2022_chunk_6.wav;Woody Allen dice addio al cinema dopo più di 50 film girati quattro premi Oscar, quattro Golden Globes e altri numerosi riconoscimenti, il regista newyorkese, 86 anni, annuncia che girerà un ultimo lungometraggio a Parigi, VSP twenty two, per poi ritirarsi e dice, vorrei scrivere un romanzo.
341;09_19_2022_chunk_7.wav;Ed è tutto per questa edizione. Vi ricordo che dalle 10:30 il TG uno seguirà in diretta i funerali solenni della Regina Elisabetta. Il tg torna alle 13:30 grazie per l'attenzione, arrivederci.
342;09_21_2022_chunk_1.wav;Buongiorno dal Tg uno, la minaccia nucleare di Putin e viola la Carta dell'ONU. Lo ha detto il Presidente americano Biden, intervenendo alle Nazioni Unite.
343;09_21_2022_chunk_1.wav;Mosca vuole eliminare il diritto di esistere all'Ucraina, restiamo al suo fianco.
344;09_21_2022_chunk_1.wav;Intervento da remoto anche di Zelensky accolto da un'ovazione.
345;09_21_2022_chunk_1.wav;Il presidente ucraino.
346;09_21_2022_chunk_1.wav;Ha invocato un tribunale speciale per i crimini di Mosca.
347;09_21_2022_chunk_1.wav;E ha chiesto che venga tolto alla Russia.
348;09_21_2022_chunk_1.wav;Il diritto di veto nel Consiglio di sicurezza.
349;09_21_2022_chunk_2.wav;E in Russia dilagano le proteste contro la decisione del presidente Vladimir Putin.
350;09_21_2022_chunk_2.wav;Sul richiamo di 300.000 riservisti.
351;09_21_2022_chunk_2.wav;Agenti in tenuta antisommossa in piazza da Mosca a San Pietroburgo.
352;09_21_2022_chunk_2.wav;E in altre 38 città.
353;09_21_2022_chunk_2.wav;Per reprimere le manifestazioni.
354;09_21_2022_chunk_2.wav;Oltre 1000 gli arresti.
355;09_21_2022_chunk_2.wav;Esauriti i biglietti aerei per l'estero.
356;09_21_2022_chunk_2.wav;Chilometri di fila alla frontiera con la Finlandia.
357;09_21_2022_chunk_3.wav;Dura condanna le parole di Putin dal premier Mario Draghi.
358;09_21_2022_chunk_3.wav;Che all'Assemblea generale dell'ONU ha definito il referendum in Donbass una violazione del diritto internazionale, il Presidente del Consiglio ha poi incontrato il Segretario generale dell'ONU, Guterres.
359;09_21_2022_chunk_3.wav;Unica risposta possibile, unire i nostri sforzi, ha detto al numero 1 delle Nazioni Unite.
360;09_21_2022_chunk_3.wav;Che lo ha ringraziato per la sua leadership a livello internazionale.
361;09_21_2022_chunk_4.wav;Centinaia di persone a pianello di Ostra hanno partecipato ieri ai funerali di quattro delle 11 vittime accertate.
362;09_21_2022_chunk_4.wav;Dell'alluvione nelle Marche.
363;09_21_2022_chunk_4.wav;Non accada più ha detto il vescovo di Senigallia.
364;09_21_2022_chunk_4.wav;Che l'acqua porti morti e devastazione nelle nostre case.
365;09_21_2022_chunk_4.wav;A tre castelli, l'ultimo saluto a Maria Luisa sereni.
366;09_21_2022_chunk_4.wav;Proseguono intanto le indagini delle procure di Ancona e di Urbino sui ritardi negli interventi.
367;09_21_2022_chunk_5.wav;Calcio Nations League.
368;09_21_2022_chunk_5.wav;Domani a San Siro la sfida della nazionale di calcio con l'Inghilterra.
369;09_21_2022_chunk_5.wav;Nel ritiro di Coverciano il Mister Mancini ha provato diverse soluzioni.
370;09_21_2022_chunk_5.wav;Per la formazione da schierare contro i britannici.
371;09_21_2022_chunk_5.wav;Tenuto conto anche delle assenze.
372;09_21_2022_chunk_5.wav;Probabile comunque che gli azzurri si schierino col 443.
373;09_21_2022_chunk_5.wav;Con immobile al Centro dell'attacco
374;09_21_2022_chunk_6.wav;E con questo è tutto il tg uno torna alle 13:30, grazie per averci seguito e buona giornata.
375;09_22_2022_chunk_2.wav;Sostegno ai referendum per l'annessione alla Russia annunciati nel Donbass, akerson e zaporozhye la necessita di un'operazione militare per denazificazione, ha detto l'Ucraina.
376;09_22_2022_chunk_2.wav;L'obiettivo dell'Occidente è distruggere la Russia aggiunto Putin. Useremo tutti i mezzi a disposizione per difenderci.
377;09_22_2022_chunk_3.wav;L'invasione russa in Ucraina mette a rischio i nostri ideali e la convivenza civile. Così il Presidente del Consiglio Mario Draghi, nel suo discorso a New York all'Assemblea generale delle Nazioni Unite. Il referendum per l'indipendenza ha annunciati da Putin sono un'ulteriore violazione che condanniamo con fermezza, ha aggiunto il premier.
378;09_22_2022_chunk_4.wav;In Iran sarebbero almeno tre le vittime della violenta repressione contro le proteste per la morte della ventiduenne deceduta dopo essere stata arrestata dalla polizia religiosa perchè non aveva indossato correttamente il velo.
379;09_22_2022_chunk_4.wav;Centinaia i video sui social di ragazze che si tagliano i capelli come gesto di opposizione al regime di Teheran.
380;09_22_2022_chunk_5.wav;Nelle Marche continuano le ricerche dei due dispersi a causa dell'alluvione, ritrovata l'auto della donna cinquantaseienne e le scarpe del bimbo di 8 anni.
381;09_22_2022_chunk_5.wav;Sul fronte dell'inchiesta, acquisiti i dati meteo sulle previsioni per il giorno dell'alluvione, e i tabulati telefonici, nel pomeriggio i funerali di quattro delle 11 vittime.
382;09_22_2022_chunk_6.wav;Il Covid in Italia ieri, oltre 28.000 nuovi casi e 60 morti.
383;09_22_2022_chunk_6.wav;I contagi sono in calo, dice l'Agenzia europea del farmaco, ma ci sarà un nuovo rialzo e dobbiamo stare attenti ad altre varianti.
384;09_22_2022_chunk_6.wav;Tra pochi giorni saranno distribuiti i vaccini Fighter.
385;09_22_2022_chunk_6.wav;Aggiornati su omicron 5. La sotto variante che ormai domina in Italia.
386;09_22_2022_chunk_7.wav;Ed è tutto il tg uno torna alle 13:30 buona giornata.
387;09_23_2022_chunk_1.wav;Buongiorno dal TG uno, ultime ore di campagna per le elezioni politiche, domani sarà una giornata di silenzio elettorale prima del voto di domenica.
388;09_23_2022_chunk_1.wav;Ieri pomeriggio in piazza del popolo a Roma.
389;09_23_2022_chunk_1.wav;Sul palco insieme i leader della coalizione di centrodestra.
390;09_23_2022_chunk_1.wav;Oggi la chiusura del PD.
391;09_23_2022_chunk_1.wav;E di tutti gli altri partiti.
392;09_23_2022_chunk_2.wav;Al Consiglio di sicurezza Onu, scontro fra il ministro degli Esteri russo e il Segretario di Stato americano.
393;09_23_2022_chunk_2.wav;Blinken inaccettabile che Putin mini l'ordine mondiale.
394;09_23_2022_chunk_2.wav;Lavrov ha abbandonato la riunione dopo aver accusato Kiev e i suoi alleati occidentali di impunità nel Donbass.
395;09_23_2022_chunk_2.wav;E proprio nelle quattro regioni occupate dai filorussi oggi si apre il voto per i contestati referendum di annessione indetti da Mosca.
396;09_23_2022_chunk_2.wav;In molte città russe.
397;09_23_2022_chunk_2.wav;Proteste e arresti dopo l'annuncio della mobilitazione dei riservisti, si parla di un milione di coscritti.
398;09_23_2022_chunk_3.wav;8 giorni fa l'alluvione nelle Marche nelle zone colpite si contano i danni pesantissimi causati da acqua e fango.
399;09_23_2022_chunk_3.wav;Si cercano ancora i due dispersi.
400;09_23_2022_chunk_3.wav;Tra cui il piccolo Mattia di 8 anni.
401;09_23_2022_chunk_3.wav;Ieri la visita nei luoghi del disastro.
402;09_23_2022_chunk_3.wav;Della ministra dell'Interno lamorgese.
403;09_23_2022_chunk_4.wav;Fine settimana di maltempo, da domani in arrivo una perturbazione al Centro nord.
404;09_23_2022_chunk_4.wav;Che si intensificherà domenica.
405;09_23_2022_chunk_4.wav;Possibili nubifragi in particolare lungo le coste.
406;09_23_2022_chunk_4.wav;Prevista neve sulle Alpi anche a quote basse per il periodo.
407;09_23_2022_chunk_4.wav;Paura ma danni lievi per alcune scosse di terremoto avvertite ieri in Liguria, Marche, Sicilia e sull'Appennino Tosco Emiliano.
408;09_23_2022_chunk_5.wav;Il re del tennis Roger Federer chiuderà questa sera a Londra la sua leggendaria carriera.
409;09_23_2022_chunk_5.wav;In un attesissimo doppio con l'amico e rivale di sempre, Rafa Nadal.
410;09_23_2022_chunk_5.wav;In campo insieme per la Laver Cup.
411;09_23_2022_chunk_5.wav;Contro gli americani Tiafoe e Sox.
412;09_23_2022_chunk_6.wav;Siamo al calcio, stasera l'Italia scende in campo a San Siro contro l'Inghilterra.
413;09_23_2022_chunk_6.wav;Nella quinta giornata della fase a gironi della Nations League.
414;09_23_2022_chunk_6.wav;Diretta su questa rete dopo il tg delle 20.
415;09_23_2022_chunk_7.wav;E con questo è tutto il TG uno torna alle 13:30, grazie per averci seguito e buona giornata.
416;09_24_2022_chunk_1.wav;Buongiorno dal Tg uno e l'Italia al voto domani, 25 settembre, si svolgeranno le elezioni politiche per il rinnovo della Camera dei deputati e del Senato. Le urne saranno aperte dalle 22:53 oggi il silenzio elettorale.
417;09_24_2022_chunk_2.wav;In Ucraina ancora un missile su Zap origa, molte le vittime fa sapere il sindaco.
418;09_24_2022_chunk_2.wav;Secondo giorno del referendum indetto da Mosca per l'annessione dei territori occupati.
419;09_24_2022_chunk_2.wav;Dai filmati emerge che soldati armati costringono la gente a votare casa per casa. Un referendum farsa, dichiara Kiev. Intanto continua la fuga dei russi, riservisti richiamati dalla mobilitazione parziale decisa da Putin.
420;09_24_2022_chunk_3.wav;La vicenda di saman, la pakistana che si era ribellata ad un matrimonio combinato.
421;09_24_2022_chunk_3.wav;La ragazza era scomparsa da novellara e il corpo non è stato ritrovato. In un'intercettazione il padre dice, lo uccisa io per la mia dignità.
422;09_24_2022_chunk_3.wav;In una foto postata sui social in cui la giovane baciava il suo fidanzato.
423;09_24_2022_chunk_3.wav;I genitori della ragazza sono fuggiti in Pakistan e l'Italia ne ha chiesto mesi fa l'estradizione.
424;09_24_2022_chunk_4.wav;Roger Federer ha giocato ieri sera la sua ultima partita assieme al suo amico rivale di sempre Nadal, col quale ha giocato nel doppio in Laver Cup, ha perso contro gli americani socs e tiafoe.
425;09_24_2022_chunk_4.wav;In tre SET.
426;09_24_2022_chunk_4.wav;Alla fine le lacrime di Federer, il saluto ai suoi fan e alla sua famiglia.
427;09_24_2022_chunk_4.wav;Oggi il quarantunenne.
428;09_24_2022_chunk_4.wav;Ha vinto 20 Slam, sei atp finals e per 8 volte Wimbledon.
429;09_24_2022_chunk_4.wav;Ha giocato oltre 1500 match in 24 anni.
430;09_24_2022_chunk_5.wav;Calcio Nations League, a San Siro con un gol di raspadori, l'Italia batte l'Inghilterra per uno a zero e resta in corsa per conquistare il primo posto nel girone.
431;09_24_2022_chunk_5.wav;Lunedì la partita con l'Ungheria.
432;09_24_2022_chunk_6.wav;E tutto tra poco la diretta del tg uno sul viaggio di Papa Francesco ad Assisi, il telegiornale torna alle 13:30 grazie per essere stati con noi e buona giornata.
433;09_26_2022_chunk_1.wav;Buongiorno dal TG uno.
434;09_26_2022_chunk_1.wav;è in corso lo spoglio delle elezioni politiche. Fratelli d'Italia è il primo partito con oltre il 26%.
435;09_26_2022_chunk_1.wav;Il Pd, secondo partito sopra il 19%.
436;09_26_2022_chunk_1.wav;Terzo partito I 5 Stelle intorno al 15%.
437;09_26_2022_chunk_2.wav;Lega al 9 Forza Italia superenalotto poco sotto, l'otto per 100 azione di Calenda.
438;09_26_2022_chunk_2.wav;Alleanza Verdi e Sinistra sfiora il 4%.
439;09_26_2022_chunk_2.wav;Il centrodestra è la prima coalizione, supera il 44%, non entrano in Parlamento impegno civico di Di Maio e italexit di paragone.
440;09_26_2022_chunk_3.wav;Le prime reazioni politiche la leader di Fratelli d'Italia, Giorgia Meloni ha detto.
441;09_26_2022_chunk_3.wav;Dagli italiani è arrivata un'indicazione chiara per un governo di centrodestra a guida Fratelli d'Italia, il primo partito.
442;09_26_2022_chunk_3.wav;E un voto di orgoglio e riscatto, ma la situazione con cui dobbiamo confrontarci, in Italia e nell'Unione europea è particolarmente complessa e richiede il contributo e rispetto di tutti.
443;09_26_2022_chunk_3.wav;è il tempo della responsabilità, l'obiettivo è unire l'Italia.
444;09_26_2022_chunk_3.wav;Salvini sui social ha commentato con un grazie.
445;09_26_2022_chunk_3.wav;Per Berlusconi Forza Italia è stata decisiva dal Pd, Debora Serracchiani ha parlato di giornata triste per il paese con la vittoria della destra.
446;09_26_2022_chunk_3.wav;Conte leader del Movimento 5 Stelle, siamo il primo partito al Sud Italia, la nostra è stata una rimonta significativa, difenderemo il reddito di cittadinanza.
447;09_26_2022_chunk_4.wav;In Iran continuano le manifestazioni in oltre 50 città, dopo la morte di adite najafi è stata colpita da sei proiettili virale il video dove era senza veli najafi era il simbolo delle proteste dopo la morte di Masha Amini, la ventiduenne curda uccisa dalla polizia morale dopo il suo arresto per. Come indossava il velo.
448;09_26_2022_chunk_5.wav;In Russia continuano le proteste contro la mobilitazione annunciata da Putin con il richiamo alle armi, 800 le persone incarcerate, violenti scontri tra manifestanti e polizia si sono verificati nel Daghestan a maggioranza musulmana.
449;09_26_2022_chunk_6.wav;Il calcio Nations League questa sera l'Italia ha affronta l'Ungheria nell'ultima partita della fase a gironi per conquistare le Final Four. Gli azzurri devono battere i magiari diretta TV su questa rete al termine del TG delle 20.
450;09_26_2022_chunk_7.wav;Ed è tutto per questa edizione la linea va a Monica Maggioni per lo speciale elezioni, grazie per l'attenzione.
451;09_27_2022_chunk_1.wav;Buongiorno dal tg uno.
452;09_27_2022_chunk_1.wav;Il centrodestra vince le elezioni politiche con il 44% dei consensi.
